Day_of_Week,Accident_Location_A,Accident_Location_A_Chainage_km,Accident_Location_A_Chainage_km_RoadSide,Causes_D,Road_Feature_E,Road_Condition_F,Weather_Conditions_H,Vehicle_Type_Involved_J_V1,Vehicle_Type_Involved_J_V2,Year,Month,Day,Hour
6,2,239.1,1,4,4,1,2,3,5.0,2017.0,7.0,6.0,19
5,2,485.3,2,2,4,1,1,5,5.0,2016.0,6.0,5.0,22
2,2,168.0,1,2,4,4,2,6,1.0,2017.0,7.0,6.0,17
2,1,494.3,2,2,4,1,1,6,5.0,2017.0,7.0,3.0,18
7,2,220.05,2,4,4,1,1,11,5.0,2022.0,9.0,7.0,20
5,2,456.88,1,3,4,1,1,5,6.0,2017.0,7.0,6.0,14
2,2,174.0,1,1,1,2,2,1,5.0,2017.0,10.0,1.0,8
5,2,456.7,1,3,4,1,1,5,5.0,2017.0,1.0,9.0,9
3,1,475.6,2,1,4,1,1,6,5.0,2017.0,7.0,6.0,18
4,2,197.6,1,1,4,1,10,1,5.0,2015.0,5.0,3.0,17
4,2,227.9,1,2,2,4,9,1,1.0,2014.0,6.0,2.0,4
2,2,203.8,2,2,4,1,2,5,5.0,2017.0,7.0,6.0,18
2,2,449.58,2,2,4,1,1,1,5.0,2017.0,9.0,5.0,8
3,2,460.88,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,13
7,2,491.8,1,3,4,1,1,6,5.0,2015.0,8.0,3.0,13
2,2,464.8,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,14
7,2,427.9,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,18
5,2,228.7,1,3,4,1,2,6,5.0,2017.0,7.0,6.0,7
7,2,217.3,1,2,4,4,10,6,1.0,2017.0,7.0,6.0,6
3,1,494.1,2,2,4,1,1,8,5.0,2017.0,7.0,6.0,5
6,2,237.0,1,2,4,3,2,11,5.0,2017.0,7.0,6.0,22
1,2,155.15,2,4,2,4,2,5,5.0,2017.0,7.0,6.0,8
1,2,224.9,1,2,4,3,1,6,11.0,2017.0,7.0,6.0,9
2,2,177.8,1,1,4,2,2,15,5.0,2017.0,7.0,6.0,17
7,2,415.0,2,3,4,1,1,5,6.0,2017.0,7.0,6.0,11
5,2,24.6,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,9
7,2,238.8,2,2,2,2,2,6,5.0,2017.0,7.0,6.0,21
4,2,179.2,2,4,4,2,2,1,5.0,2017.0,7.0,6.0,20
2,2,200.7,2,4,4,4,2,10,5.0,2015.0,10.0,2.0,23
7,2,232.6,2,3,2,4,10,6,5.0,2017.0,7.0,6.0,8
6,2,241.6,2,3,4,2,2,6,5.0,2017.0,7.0,6.0,22
4,2,488.4,1,2,4,1,1,5,11.0,2017.0,7.0,6.0,23
1,2,242.8,2,3,2,2,2,6,5.0,2017.0,8.0,5.0,5
5,2,33.1,2,2,4,1,3,1,5.0,2023.0,4.0,5.0,3
6,2,431.1,2,3,4,1,1,6,7.0,2017.0,4.0,11.0,18
7,1,494.5,1,2,4,1,2,6,5.0,2017.0,1.0,1.0,18
6,1,501.3,1,2,4,1,1,5,1.0,2017.0,7.0,6.0,16
6,2,186.6,2,3,2,4,9,5,6.0,2017.0,7.0,6.0,8
1,2,493.75,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,20
2,2,242.5,2,2,2,2,10,5,1.0,2017.0,7.0,6.0,12
1,2,705.495,1,4,4,1,1,11,5.0,2017.0,7.0,6.0,4
5,2,484.95,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,17
1,2,200.4,1,2,4,3,2,6,5.0,2017.0,7.0,6.0,23
3,1,493.65,2,3,4,1,1,9,5.0,2016.0,3.0,2.0,14
1,2,464.48,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,19
6,1,498.0,1,3,4,1,1,6,5.0,2015.0,7.0,3.0,16
7,2,194.0,1,3,2,1,10,6,5.0,2017.0,7.0,6.0,10
5,2,209.3,2,2,4,1,2,15,5.0,2017.0,7.0,6.0,13
4,2,423.6,1,2,4,1,1,6,5.0,2017.0,2.0,2.0,13
7,2,218.6,1,2,4,1,2,5,1.0,2017.0,7.0,6.0,15
4,2,193.9,1,2,4,2,1,6,5.0,2018.0,8.0,3.0,0
5,2,134.4,1,3,4,1,1,10,11.0,2017.0,7.0,6.0,22
6,2,486.65,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,13
7,2,513.25,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,4
7,2,136.0,2,2,4,1,1,6,6.0,2017.0,7.0,6.0,20
6,2,234.9,1,4,4,1,2,1,5.0,2017.0,2.0,9.0,6
7,2,487.1,1,3,4,1,4,6,6.0,2017.0,7.0,6.0,13
6,2,496.5,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,12
4,2,459.1,1,2,4,1,1,1,5.0,2016.0,3.0,3.0,22
3,2,506.1,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,2
6,2,217.4,2,2,2,1,10,11,5.0,2017.0,8.0,4.0,13
4,2,14.4,1,3,4,1,1,14,14.0,2023.0,2.0,8.0,13
4,2,450.24,1,3,4,1,1,5,5.0,2017.0,7.0,9.0,6
4,2,178.6,2,2,2,4,10,1,5.0,2017.0,7.0,6.0,7
5,2,12.0,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,18
6,2,506.25,1,2,4,1,1,5,6.0,2017.0,7.0,6.0,19
1,2,403.3,2,2,4,1,1,11,5.0,2017.0,7.0,6.0,14
6,2,180.6,2,1,4,3,1,5,5.0,2017.0,7.0,6.0,21
7,2,220.0,1,2,2,2,10,4,1.0,2017.0,7.0,6.0,3
7,2,209.65,2,3,4,1,1,1,5.0,2018.0,8.0,4.0,9
6,1,500.1,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,5
4,1,253.0,1,2,4,1,1,11,5.0,2022.0,6.0,7.0,10
4,2,468.74,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,17
1,2,33.32,2,4,4,1,1,6,1.0,2017.0,7.0,6.0,7
4,2,248.7,1,3,2,1,2,11,5.0,2017.0,6.0,7.0,19
3,1,493.75,1,2,4,1,1,3,9.0,2017.0,7.0,6.0,17
5,2,167.65,1,4,4,1,1,4,5.0,2017.0,7.0,6.0,11
3,2,179.5,2,4,4,1,1,5,5.0,2018.0,11.0,4.0,8
2,2,225.6,2,2,4,1,2,5,5.0,2018.0,12.0,6.0,18
2,2,237.2,1,3,2,4,4,6,5.0,2017.0,7.0,6.0,21
6,2,180.0,1,2,4,4,1,6,1.0,2015.0,10.0,1.0,16
2,1,499.1,2,2,4,1,1,1,8.0,2015.0,3.0,2.0,12
1,2,14.6,1,2,4,1,5,1,5.0,2022.0,3.0,7.0,10
6,2,242.6,1,2,4,1,2,1,5.0,2018.0,3.0,3.0,22
7,2,183.6,1,3,4,3,3,6,11.0,2015.0,4.0,1.0,23
1,2,406.6,2,3,4,1,1,5,5.0,2017.0,6.0,3.0,4
7,2,176.8,1,3,4,4,3,1,11.0,2014.0,11.0,5.0,14
4,2,424.82,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,20
3,2,191.9,1,2,4,1,2,1,5.0,2017.0,7.0,6.0,23
3,2,472.4,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,20
2,1,498.4,2,3,4,1,1,5,6.0,2017.0,7.0,6.0,14
4,2,179.8,2,3,2,1,1,11,5.0,2017.0,9.0,3.0,8
6,2,197.4,2,2,2,2,9,11,5.0,2017.0,7.0,6.0,10
5,2,244.2,1,2,4,1,1,6,5.0,2022.0,4.0,8.0,10
5,2,449.58,2,3,4,1,2,5,5.0,2017.0,7.0,6.0,17
2,2,427.6,1,2,4,1,1,6,5.0,2017.0,9.0,5.0,10
5,1,501.1,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,18
6,2,218.2,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,2
5,2,198.5,1,3,4,1,1,8,5.0,2017.0,7.0,6.0,19
5,2,439.5,2,4,4,1,1,1,5.0,2015.0,4.0,12.0,10
2,2,179.0,1,2,4,3,2,6,11.0,2015.0,6.0,1.0,18
1,1,489.35,1,3,4,1,1,11,9.0,2017.0,7.0,6.0,13
4,2,241.4,2,3,4,1,1,5,5.0,2022.0,8.0,6.0,14
4,2,236.4,1,2,4,1,2,6,5.0,2017.0,7.0,6.0,11
1,2,240.0,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,3
7,2,176.5,1,2,4,1,2,6,5.0,2017.0,7.0,6.0,22
5,2,403.65,1,2,4,1,1,6,5.0,2015.0,4.0,12.0,21
7,2,509.15,1,4,4,1,1,6,5.0,2017.0,7.0,6.0,12
3,2,245.0,2,2,2,4,1,11,5.0,2017.0,7.0,6.0,22
2,1,493.55,2,2,4,1,5,8,5.0,2017.0,4.0,7.0,0
4,2,214.5,2,3,2,3,10,5,14.0,2017.0,7.0,6.0,13
1,2,320.58,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,16
4,2,251.7,2,4,4,1,1,6,5.0,2017.0,7.0,6.0,3
1,2,37.4,2,3,4,1,1,6,6.0,2023.0,6.0,8.0,16
5,1,494.9,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,2
5,2,191.5,1,3,1,1,2,1,5.0,2017.0,7.0,6.0,21
2,2,500.0,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,9
2,2,489.0,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,22
2,2,52.6,2,4,4,1,1,6,5.0,2023.0,6.0,3.0,10
2,2,156.4,1,3,2,2,10,5,10.0,2013.0,12.0,11.0,19
2,2,215.8,2,2,4,1,1,6,5.0,2022.0,5.0,9.0,13
7,2,52.1,2,2,4,1,1,1,6.0,2023.0,2.0,9.0,21
2,2,467.8,2,3,4,1,1,1,5.0,2015.0,1.0,12.0,19
5,2,237.7,2,4,4,1,2,5,5.0,2017.0,4.0,8.0,13
3,2,405.2,1,4,4,1,3,6,5.0,2017.0,7.0,6.0,20
6,2,484.0,2,3,4,1,1,5,5.0,2016.0,10.0,12.0,4
1,2,220.8,2,2,2,1,8,6,5.0,2017.0,7.0,6.0,22
1,2,463.9,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,5
5,1,504.3,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,1
6,2,181.8,2,2,4,2,3,3,5.0,2015.0,11.0,7.0,11
4,1,320.58,2,5,4,1,1,1,5.0,2022.0,7.0,9.0,11
7,2,200.2,1,2,4,1,1,3,5.0,2017.0,7.0,6.0,1
5,2,64.0,2,2,4,1,1,11,5.0,2017.0,7.0,6.0,23
6,2,487.0,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,23
4,2,452.0,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,9
1,1,504.7,2,3,4,1,1,5,5.0,2015.0,12.0,1.0,6
5,1,501.95,2,2,4,1,1,6,9.0,2017.0,7.0,6.0,23
1,2,38.62,1,3,4,1,1,1,7.0,2017.0,7.0,6.0,10
7,2,488.0,1,2,4,1,1,8,5.0,2017.0,7.0,6.0,22
3,1,141.8,2,3,4,1,2,7,15.0,2022.0,9.0,8.0,20
6,2,421.2,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,11
7,1,498.6,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,19
4,2,448.28,2,4,4,1,3,5,5.0,2017.0,3.0,8.0,7
6,2,221.2,1,2,2,1,10,1,5.0,2017.0,7.0,6.0,9
5,1,495.94,1,1,4,1,1,5,5.0,2016.0,11.0,3.0,9
3,2,36.75,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,18
6,2,230.2,1,4,4,1,1,6,5.0,2018.0,12.0,5.0,9
5,2,242.0,1,3,4,4,2,5,10.0,2015.0,1.0,5.0,0
7,1,497.75,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,12
4,2,246.5,2,4,4,1,2,6,5.0,2018.0,3.0,5.0,23
6,2,189.3,1,3,4,3,3,6,6.0,2017.0,7.0,6.0,13
5,2,203.7,1,2,4,1,1,1,5.0,2022.0,7.0,7.0,16
6,2,417.08,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,7
7,2,14.7,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,4
1,2,171.0,2,4,4,1,3,5,6.0,2017.0,7.0,6.0,8
6,2,462.38,1,3,4,1,4,5,5.0,2016.0,3.0,9.0,4
5,1,491.1,2,1,4,1,1,11,5.0,2017.0,7.0,6.0,22
1,1,499.1,2,1,4,1,1,6,5.0,2017.0,7.0,6.0,19
1,1,494.75,2,3,4,1,4,5,5.0,2016.0,12.0,9.0,22
6,2,14.68,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,11
1,2,29.2,2,3,4,1,1,14,14.0,2023.0,6.0,8.0,3
1,2,503.45,1,2,4,1,1,5,5.0,2015.0,6.0,4.0,22
4,2,464.7,2,3,4,1,1,5,6.0,2017.0,9.0,3.0,23
4,2,216.1,1,2,2,2,2,6,5.0,2017.0,7.0,6.0,11
4,1,499.75,1,3,4,1,1,12,1.0,2015.0,10.0,9.0,15
5,2,188.4,1,1,4,4,1,5,6.0,2017.0,7.0,6.0,21
5,2,474.35,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,11
2,2,198.3,2,3,2,1,2,11,5.0,2017.0,4.0,7.0,20
4,2,470.85,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,14
2,2,223.8,2,3,2,4,10,5,6.0,2017.0,7.0,6.0,9
3,2,161.55,1,4,4,2,2,1,5.0,2017.0,2.0,8.0,18
7,2,428.7,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,3
3,2,226.0,2,3,4,3,1,1,5.0,2017.0,7.0,6.0,23
6,2,454.21,2,2,4,1,1,9,5.0,2016.0,6.0,8.0,11
5,2,165.4,2,3,4,1,3,1,5.0,2018.0,5.0,1.0,6
5,2,216.8,1,2,2,4,2,5,5.0,2017.0,7.0,6.0,9
4,2,173.15,1,3,2,1,1,11,5.0,2017.0,7.0,6.0,21
2,2,174.4,1,2,2,4,1,1,5.0,2017.0,9.0,5.0,20
2,1,496.0,2,3,4,1,1,9,5.0,2017.0,7.0,6.0,1
5,2,225.6,2,2,4,2,2,11,5.0,2018.0,12.0,1.0,13
2,2,41.0,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,16
7,2,228.6,1,2,4,1,2,1,5.0,2017.0,8.0,10.0,14
2,2,482.75,1,3,4,1,1,6,5.0,2016.0,2.0,2.0,0
3,2,199.5,1,2,4,1,2,6,5.0,2018.0,2.0,5.0,14
1,2,451.92,1,3,4,1,1,5,5.0,2016.0,11.0,1.0,0
5,2,472.85,1,3,4,1,1,5,5.0,2017.0,12.0,5.0,15
6,2,138.6,1,2,4,1,1,6,14.0,2022.0,9.0,9.0,10
7,1,496.75,1,3,4,1,1,5,6.0,2015.0,8.0,2.0,10
6,2,156.1,1,2,2,4,2,11,5.0,2017.0,7.0,6.0,0
6,2,452.9,2,2,4,1,4,8,5.0,2017.0,5.0,8.0,22
1,2,433.5,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,21
7,2,476.32,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,20
4,2,420.6,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,6
1,2,451.22,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,11
5,2,421.14,2,2,4,1,3,6,5.0,2017.0,7.0,6.0,19
3,2,512.4,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,16
6,2,165.0,1,3,2,2,3,5,5.0,2017.0,7.0,6.0,17
1,2,223.0,2,2,2,2,10,5,5.0,2017.0,6.0,3.0,16
2,1,574.1,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,11
7,2,434.32,1,2,4,1,1,9,5.0,2015.0,8.0,11.0,20
6,2,106.6,1,2,4,1,1,1,5.0,2022.0,3.0,6.0,12
3,2,219.4,2,2,2,1,8,1,6.0,2017.0,7.0,6.0,22
5,2,172.9,2,2,2,4,2,11,5.0,2017.0,7.0,6.0,10
5,2,230.2,2,3,2,3,3,5,1.0,2017.0,7.0,6.0,2
3,2,217.4,2,2,4,1,1,6,5.0,2018.0,6.0,6.0,7
5,2,215.8,1,2,4,1,1,1,5.0,2022.0,2.0,6.0,11
4,1,656.195,2,4,4,1,1,11,5.0,2022.0,3.0,8.0,22
4,2,204.0,1,1,2,3,3,6,5.0,2017.0,7.0,6.0,8
5,2,245.5,2,3,2,2,2,11,5.0,2017.0,3.0,2.0,22
4,2,42.04,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,12
5,1,500.1,2,3,4,1,1,6,5.0,2015.0,4.0,12.0,20
7,2,438.5,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,23
6,2,502.05,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,22
1,2,242.6,2,2,4,3,2,6,5.0,2017.0,7.0,6.0,18
7,2,229.2,2,2,4,1,1,6,5.0,2015.0,7.0,6.0,12
6,2,224.9,2,1,4,1,1,5,5.0,2017.0,7.0,6.0,10
2,2,431.86,2,3,4,1,1,1,5.0,2016.0,5.0,4.0,3
2,2,512.6,1,3,4,1,3,5,5.0,2017.0,4.0,7.0,3
3,2,415.36,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,19
2,2,187.5,1,2,4,1,3,6,5.0,2018.0,11.0,12.0,0
3,2,237.9,2,3,2,1,4,1,5.0,2013.0,2.0,10.0,17
5,2,172.8,2,2,4,1,1,14,15.0,2017.0,7.0,6.0,21
3,1,497.3,2,2,4,1,1,9,5.0,2016.0,2.0,3.0,11
6,2,221.0,2,4,2,1,2,11,5.0,2017.0,7.0,6.0,5
7,2,477.95,1,3,4,1,2,6,5.0,2016.0,3.0,7.0,1
7,2,217.3,1,2,4,4,3,6,6.0,2015.0,12.0,7.0,17
2,2,434.12,2,3,4,1,4,6,5.0,2017.0,7.0,6.0,19
3,1,496.5,1,4,4,1,1,9,5.0,2017.0,7.0,6.0,9
1,2,473.75,2,2,4,1,1,6,11.0,2017.0,7.0,6.0,19
2,2,480.6,1,3,4,1,1,10,6.0,2017.0,9.0,5.0,13
7,2,188.5,1,2,4,1,1,6,5.0,2018.0,1.0,4.0,10
6,2,488.4,1,2,4,1,1,5,5.0,2017.0,2.0,12.0,23
7,2,240.4,1,4,4,1,3,5,5.0,2017.0,7.0,6.0,2
5,2,204.95,2,3,2,4,2,6,5.0,2017.0,7.0,6.0,6
7,1,472.15,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,23
1,2,225.2,1,3,4,1,1,11,5.0,2017.0,7.0,6.0,11
3,2,200.2,1,2,2,1,1,11,5.0,2017.0,7.0,6.0,1
5,1,502.2,2,3,4,1,1,1,5.0,2016.0,11.0,11.0,15
6,2,433.18,2,3,4,1,1,5,5.0,2017.0,6.0,5.0,7
2,1,493.6,1,2,4,1,1,6,5.0,2015.0,6.0,10.0,17
5,2,169.6,1,2,4,5,3,6,5.0,2017.0,7.0,6.0,7
3,2,240.4,1,3,4,1,3,5,5.0,2017.0,7.0,6.0,4
2,2,505.9,2,3,4,1,10,10,5.0,2015.0,9.0,6.0,1
5,2,242.2,1,3,2,4,12,6,5.0,2014.0,3.0,1.0,8
5,1,499.95,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,22
5,2,214.0,2,1,1,4,12,1,5.0,2017.0,7.0,6.0,8
4,2,218.0,1,3,4,1,2,6,1.0,2017.0,7.0,6.0,16
6,2,505.0,2,3,4,1,1,5,6.0,2017.0,7.0,6.0,16
6,1,498.8,1,1,4,1,1,9,5.0,2016.0,8.0,10.0,6
6,2,208.1,2,2,4,1,1,3,14.0,2017.0,7.0,6.0,12
2,1,450.54,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,9
3,2,225.8,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,3
5,2,423.76,1,2,4,1,1,1,6.0,2017.0,7.0,6.0,12
6,2,173.8,1,2,4,1,1,11,6.0,2017.0,7.0,6.0,16
2,2,480.2,2,3,1,1,1,5,5.0,2015.0,10.0,2.0,21
6,2,223.8,2,4,4,1,2,6,6.0,2017.0,3.0,6.0,20
2,2,457.1,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,12
5,2,242.2,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,6
3,2,426.88,2,3,4,1,1,6,5.0,2017.0,5.0,4.0,23
3,2,144.2,1,5,4,1,1,1,1.0,2022.0,4.0,10.0,18
7,2,213.6,1,3,2,1,2,6,5.0,2017.0,7.0,6.0,1
4,2,434.4,1,3,4,1,1,1,5.0,2016.0,3.0,3.0,8
6,2,458.86,2,2,4,1,4,5,6.0,2017.0,12.0,8.0,11
1,2,175.2,2,2,2,2,1,1,5.0,2017.0,7.0,6.0,16
1,2,512.9,2,3,4,1,1,5,5.0,2017.0,7.0,8.0,2
2,2,242.5,2,4,4,1,2,6,5.0,2017.0,7.0,6.0,16
7,2,154.8,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,12
3,2,240.0,2,3,2,2,8,6,5.0,2017.0,7.0,6.0,8
4,2,244.45,1,2,2,1,1,5,5.0,2017.0,7.0,6.0,2
7,2,116.6,1,2,4,1,1,1,5.0,2022.0,3.0,9.0,16
2,1,44.54,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,18
6,2,188.2,1,2,2,1,2,6,5.0,2017.0,7.0,6.0,23
5,2,41.01,1,1,4,1,1,6,5.0,2023.0,2.0,3.0,8
7,2,214.8,1,1,4,2,1,11,5.0,2017.0,7.0,6.0,4
6,2,472.25,1,2,4,1,1,5,5.0,2016.0,9.0,1.0,20
6,2,400.4,1,5,4,1,1,5,5.0,2017.0,7.0,6.0,11
6,2,455.16,2,3,4,1,2,5,5.0,2017.0,7.0,6.0,21
3,2,424.08,1,3,4,1,1,3,5.0,2017.0,7.0,6.0,9
6,2,152.8,2,1,2,1,2,1,5.0,2017.0,7.0,6.0,18
2,2,36.32,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,1
1,2,168.0,2,1,4,2,1,1,5.0,2017.0,7.0,6.0,0
2,2,432.6,2,3,4,1,1,11,6.0,2017.0,7.0,6.0,20
2,2,233.0,1,3,4,2,1,6,5.0,2017.0,7.0,6.0,10
7,1,493.85,2,1,4,1,1,6,5.0,2017.0,7.0,6.0,9
6,1,494.8,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,11
5,2,488.4,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,19
7,2,503.25,2,3,4,1,1,5,1.0,2016.0,6.0,3.0,23
1,2,159.5,1,1,4,2,2,15,5.0,2018.0,5.0,3.0,13
4,2,138.0,1,2,4,1,1,6,15.0,2022.0,9.0,11.0,15
3,2,430.34,2,2,4,1,1,5,11.0,2017.0,6.0,9.0,11
1,2,454.85,1,2,4,1,1,5,7.0,2017.0,11.0,9.0,12
1,2,479.76,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,8
2,2,242.2,2,3,4,1,2,11,5.0,2017.0,7.0,6.0,17
7,2,222.4,1,2,2,4,10,14,5.0,2014.0,2.0,2.0,5
5,2,458.9,1,3,4,1,1,6,5.0,2015.0,8.0,5.0,17
4,2,208.0,2,4,4,1,2,5,5.0,2017.0,7.0,6.0,15
2,2,464.7,2,2,4,1,10,5,5.0,2017.0,7.0,6.0,9
7,2,506.15,2,2,4,1,1,6,5.0,2017.0,8.0,10.0,15
6,1,501.85,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,20
4,2,45.45,2,2,4,1,1,1,5.0,2022.0,7.0,9.0,6
2,2,116.4,1,2,4,1,1,1,15.0,2022.0,7.0,11.0,16
2,2,207.2,2,3,2,1,1,1,5.0,2017.0,7.0,6.0,10
1,2,188.2,1,2,2,1,9,1,1.0,2014.0,7.0,4.0,5
6,2,477.8,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,13
5,1,499.1,1,3,4,1,1,4,6.0,2017.0,7.0,6.0,15
5,1,495.45,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,0
3,1,499.8,2,3,4,1,3,3,1.0,2016.0,7.0,9.0,10
6,2,507.4,1,3,4,1,1,11,5.0,2017.0,7.0,6.0,10
2,2,402.92,1,2,4,1,3,1,5.0,2017.0,7.0,6.0,6
2,2,407.34,1,2,4,1,1,5,9.0,2015.0,11.0,8.0,10
7,2,231.8,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,10
1,2,411.2,2,3,4,1,11,5,5.0,2017.0,7.0,6.0,6
5,2,233.0,2,2,2,4,3,11,5.0,2017.0,7.0,6.0,4
2,2,47.3,1,2,4,1,1,6,1.0,2017.0,7.0,6.0,21
1,2,452.66,2,2,4,1,1,4,5.0,2017.0,7.0,6.0,14
2,2,189.65,1,2,4,1,1,1,5.0,2015.0,6.0,1.0,15
6,2,5.67,2,4,4,1,1,14,5.0,2017.0,7.0,6.0,4
5,1,497.8,1,1,4,1,2,6,5.0,2017.0,7.0,7.0,23
4,2,417.1,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,7
4,2,427.3,2,2,4,1,1,5,6.0,2017.0,9.0,3.0,11
2,2,482.2,2,3,4,1,1,11,9.0,2017.0,7.0,6.0,17
6,2,214.4,2,2,4,4,2,6,5.0,2015.0,4.0,7.0,3
4,2,477.3,1,2,4,1,3,11,1.0,2017.0,6.0,7.0,4
4,1,499.35,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,13
4,2,143.7,1,5,4,1,1,1,1.0,2017.0,7.0,6.0,8
7,2,427.18,1,2,4,1,11,9,5.0,2017.0,7.0,6.0,16
6,1,496.85,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,5
2,2,24.78,1,2,4,1,1,6,6.0,2017.0,7.0,6.0,7
5,2,439.48,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,18
3,2,185.8,2,2,2,1,9,6,5.0,2017.0,7.0,6.0,10
6,1,494.4,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,21
7,2,428.6,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,2
4,2,111.8,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,19
4,2,246.0,2,4,2,2,3,14,5.0,2017.0,7.0,6.0,23
1,2,457.96,1,2,4,1,3,5,5.0,2017.0,3.0,7.0,22
1,2,166.9,2,1,4,4,3,5,5.0,2015.0,6.0,7.0,23
3,2,229.4,2,2,2,1,3,1,5.0,2017.0,7.0,6.0,11
7,2,176.3,1,3,4,4,1,6,5.0,2017.0,7.0,6.0,20
7,2,243.4,1,2,2,1,2,3,5.0,2017.0,9.0,7.0,15
6,2,453.8,1,2,4,1,1,5,5.0,2017.0,4.0,2.0,5
7,2,482.6,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,23
3,2,164.85,1,3,2,1,2,1,5.0,2017.0,7.0,6.0,7
7,2,204.3,1,8,2,1,2,1,5.0,2017.0,7.0,6.0,1
2,1,498.4,1,3,4,1,1,6,5.0,2016.0,9.0,2.0,19
3,2,428.24,1,3,4,1,1,6,8.0,2017.0,7.0,6.0,7
3,1,499.15,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,9
6,2,223.7,2,3,4,1,1,6,5.0,2017.0,10.0,6.0,6
1,2,238.25,1,2,2,3,3,14,3.0,2014.0,6.0,10.0,21
4,2,497.9,1,2,4,1,2,6,5.0,2017.0,7.0,6.0,6
1,2,231.0,2,2,2,4,2,1,5.0,2017.0,7.0,6.0,21
3,2,160.0,1,4,4,1,4,5,10.0,2017.0,7.0,6.0,17
1,2,187.5,2,2,2,1,2,2,1.0,2017.0,7.0,6.0,6
1,2,431.38,2,2,4,1,1,11,5.0,2016.0,6.0,6.0,11
4,1,491.8,1,3,4,1,4,6,5.0,2017.0,3.0,8.0,16
7,1,490.1,2,2,4,1,1,6,5.0,2016.0,11.0,12.0,17
